c,z,y,q,d,t,value
Ethiopia,Ethiopia,2036,Q2,d1,t7,0.475
Ethiopia,Ethiopia,2036,Q2,d1,t8,0.475
Ethiopia,Ethiopia,2036,Q2,d1,t9,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t1,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t10,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t11,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t12,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t13,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t14,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t15,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t16,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t17,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t18,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t19,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t2,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t20,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t21,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t22,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t23,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t24,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t3,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t4,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t5,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t6,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t7,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t8,0.475
Ethiopia,Ethiopia,2036,Q2,d2,t9,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t1,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t10,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t11,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t12,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t13,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t14,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t15,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t16,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t17,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t18,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t19,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t2,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t20,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t21,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t22,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t23,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t24,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t3,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t4,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t5,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t6,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t7,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t8,0.475
Ethiopia,Ethiopia,2036,Q2,d3,t9,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t1,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t10,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t11,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t12,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t13,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t14,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t15,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t16,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t17,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t18,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t19,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t2,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t20,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t21,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t22,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t23,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t24,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t3,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t4,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t5,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t6,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t7,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t8,0.475
Ethiopia,Ethiopia,2036,Q2,d4,t9,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t1,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t10,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t11,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t12,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t13,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t14,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t15,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t16,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t17,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t18,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t19,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t2,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t20,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t21,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t22,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t23,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t24,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t3,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t4,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t5,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t6,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t7,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t8,0.475
Ethiopia,Ethiopia,2036,Q2,d5,t9,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t1,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t10,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t11,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t12,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t13,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t14,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t15,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t16,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t17,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t18,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t19,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t2,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t20,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t21,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t22,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t23,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t24,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t3,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t4,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t5,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t6,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t7,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t8,0.475
Ethiopia,Ethiopia,2036,Q3,d1,t9,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t1,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t10,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t11,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t12,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t13,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t14,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t15,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t16,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t17,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t18,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t19,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t2,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t20,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t21,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t22,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t23,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t24,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t3,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t4,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t5,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t6,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t7,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t8,0.475
Ethiopia,Ethiopia,2036,Q3,d2,t9,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t1,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t10,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t11,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t12,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t13,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t14,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t15,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t16,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t17,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t18,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t19,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t2,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t20,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t21,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t22,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t23,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t24,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t3,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t4,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t5,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t6,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t7,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t8,0.475
Ethiopia,Ethiopia,2036,Q3,d3,t9,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t1,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t10,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t11,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t12,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t13,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t14,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t15,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t16,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t17,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t18,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t19,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t2,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t20,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t21,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t22,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t23,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t24,0.475
Ethiopia,Ethiopia,2036,Q3,d4,t3,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t4,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t5,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t6,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t7,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t8,0.4749999999999999
Ethiopia,Ethiopia,2036,Q3,d4,t9,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t1,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t10,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t11,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t12,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t13,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t14,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t15,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t16,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t17,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t18,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t19,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t2,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t20,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t21,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t22,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t23,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t24,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t3,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t4,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t5,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t6,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t7,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t8,0.475
Ethiopia,Ethiopia,2036,Q3,d5,t9,0.475
Ethiopia,Ethiopia,2036,Q4,d1,t1,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t10,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t11,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t12,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t13,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t14,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t15,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t16,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t17,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t18,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t19,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t2,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t20,92.51199999999999
Ethiopia,Ethiopia,2036,Q4,d1,t21,74.91787256538676
Ethiopia,Ethiopia,2036,Q4,d1,t22,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t23,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t24,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t3,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t4,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t5,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t6,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t7,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t8,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d1,t9,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t1,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t10,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t11,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t12,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t13,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t14,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t15,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t16,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t17,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t18,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t19,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t2,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t20,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t21,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t22,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t23,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t24,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t3,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t4,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t5,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t6,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t7,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t8,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d2,t9,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t1,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t10,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t11,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t12,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t13,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t14,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t15,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t16,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t17,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t18,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t19,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t2,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t20,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t21,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t22,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t23,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t24,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t3,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t4,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t5,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t6,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t7,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t8,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d3,t9,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t1,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t10,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t11,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t12,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t13,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t14,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t15,14.91787256538676
Ethiopia,Ethiopia,2036,Q4,d4,t16,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t17,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t18,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t19,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t2,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t20,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t21,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t22,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t23,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t24,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t3,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t4,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t5,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t6,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t7,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t8,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d4,t9,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t1,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t10,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t11,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t12,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t13,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t14,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t15,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t16,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t17,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t18,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t19,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t2,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t20,14.917872565386766
Ethiopia,Ethiopia,2036,Q4,d5,t21,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t22,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t23,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t24,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t3,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t4,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t5,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t6,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t7,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t8,14.917872565386762
Ethiopia,Ethiopia,2036,Q4,d5,t9,14.917872565386762
Ethiopia,Ethiopia,2038,Q1,d1,t1,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t10,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t11,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t12,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t13,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t14,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t15,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t16,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t17,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t18,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t19,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t2,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t20,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t21,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t22,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t23,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t24,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t3,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t4,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t5,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t6,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t7,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t8,EPS
Ethiopia,Ethiopia,2038,Q1,d1,t9,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t1,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t10,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t11,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t12,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t13,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t14,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t15,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t16,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t17,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t18,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t19,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t2,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t20,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t21,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t22,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t23,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t24,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t3,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t4,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t5,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t6,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t7,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t8,EPS
Ethiopia,Ethiopia,2038,Q1,d2,t9,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t1,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t10,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t11,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t12,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t13,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t14,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t15,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t16,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t17,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t18,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t19,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t2,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t20,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t21,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t22,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t23,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t24,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t3,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t4,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t5,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t6,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t7,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t8,EPS
Ethiopia,Ethiopia,2038,Q1,d3,t9,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t1,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t10,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t11,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t12,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t13,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t14,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t15,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t16,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t17,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t18,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t19,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t2,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t20,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t21,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t22,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t23,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t24,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t3,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t4,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t5,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t6,EPS
Ethiopia,Ethiopia,2038,Q1,d4,t7,EPS
